id,Latitude,Longitude,Cd (mg/kg),Cr (mg/kg),Ni (mg/kg),Pb (mg/kg),Zn (mg/kg),Cu (mg/kg),Co (mg/kg),Predicted class
14451,-29.3747,26.2047,0.05,0.332,1.225,2.5,0.547,1.851,3.507,very low contamination
14452,-29.6636,26.3133,0.049,0.257,4.058,3.82,0.831,4.026,5.41,very low contamination
14453,-29.63,26.7828,0.042,0.21,0.749,0.826,0.632,3.073,3.079,very low contamination
14454,-29.8197,27.0256,0.039,0.228,0.827,2.234,0.642,1.885,1.897,very low contamination
14455,-29.6247,27.0011,0.06,0.237,2.137,1.099,1.061,3.159,4.402,very low contamination
14456,-29.3508,27.28,0.058,0.282,3.667,7.239,2.959,3.717,4.227,very low contamination
14457,-29.2344,27.4497,0.025,0.268,0.001,2.536,0.702,0.735,1.16,very low contamination
14458,-29.072,27.5081,0.036,0.253,0.001,1.534,0.762,0.797,0.493,very low contamination
14459,-28.8847,27.8656,0.034,0.252,0.001,2.149,0.557,0.758,0.55,very low contamination
14460,-28.4767,27.17,0.041,0.264,1.059,2.489,0.931,1.679,2.788,very low contamination
14461,-28.1322,27.2467,0.043,0.218,2.816,1.446,0.966,2.718,2.671,very low contamination
14462,-28.4439,26.4358,0.046,0.321,12.039,3.316,1.265,4.135,6.188,very low contamination
14463,-28.6581,26.3969,0.065,0.25,7.112,4.833,2.105,4.018,4.877,very low contamination
14464,-28.3517,26.1708,0.062,0.241,5.698,5.879,1.401,3.455,4.42,very low contamination
14465,-28.0783,26.28,0.044,0.522,1.808,2.07,1.259,0.952,2.157,very low contamination
14466,-27.8506,26.2822,0.041,0.246,0.841,2.465,0.728,0.815,1.863,very low contamination
14467,-28.9386,26.3628,0.009,0.062,0.234,0.888,2.81,0.43,0.99,very low contamination
14468,-27.8592,26.8136,0.054,0.259,1.328,2.84,0.854,0.997,1.878,very low contamination
14469,-27.7058,27.1031,0.041,0.279,1.506,2.053,0.891,1.72,1.775,very low contamination
14470,-27.57,26.8992,0.05,0.428,1.396,2.268,0.453,1.333,0.528,very low contamination
14471,-27.0497,26.7997,0.041,0.412,6.454,1.867,0.925,1.915,2.814,very low contamination
14472,-27.2106,27.3369,0.036,0.368,0.281,1.061,0.791,0.496,0.568,very low contamination
14473,-27.8806,27.4522,0.064,0.393,8.463,2.148,2.668,6.472,9.347,very low contamination
14474,-27.9286,27.7583,0.04,0.319,3.468,5.154,0.8,2.805,4.208,very low contamination
14475,-29.535,18.9281,0.053,0.402,0.657,0.575,0.443,0.731,0.305,very low contamination
14476,-29.6317,18.725,0.047,0.284,0.368,1.566,0.694,0.936,1.054,very low contamination
14477,-29.3953,18.6503,0.039,0.256,0.52,1.906,0.623,0.816,1.544,very low contamination
14478,-29.1597,18.7286,0.174,0.237,5.905,3.56,9.19,4.915,2.021,very low contamination
14479,-29.0614,18.5353,0.05,0.308,0.964,2.611,1.391,1.351,1.774,very low contamination
14480,-29.2194,18.3469,0.041,0.313,0.483,2.294,1.176,0.869,1.163,very low contamination
14481,-29.4047,18.3181,0.064,0.34,1.673,2.835,1.493,1.531,2.384,very low contamination
14482,-29.7464,18.1589,0.043,0.289,0.672,1.541,1.005,0.711,1.403,very low contamination
14483,-29.9072,18.4247,0.056,0.363,1.405,1.767,0.954,1.106,1.901,very low contamination
14484,-29.8289,19.3683,0.049,0.285,1.004,1.553,0.607,0.81,1.753,very low contamination
14485,-29.5144,19.6317,0.051,0.427,1.155,0.682,0.586,0.9,0.426,very low contamination
14486,-29.2225,19.7572,0.049,0.282,1.252,2.02,0.841,1.001,2.15,very low contamination
14487,-29.1242,19.4106,0.041,0.578,1.076,1.694,1.172,0.792,0.608,very low contamination
14488,-28.9414,26.3633,0.011,0.061,0.624,0.459,1.29,2.11,5.16,very low contamination
14489,-29.4394,17.7303,0.053,0.432,0.087,1.699,0.988,1.003,0.72,very low contamination
14490,-29.2836,17.7467,0.041,0.355,0.464,1.563,1.304,1.039,1.433,very low contamination
14491,-28.9333,17.7497,0.059,0.4,1.034,0.749,0.905,0.929,0.313,very low contamination
14492,-29.1403,17.1297,0.074,0.839,0.921,0.361,0.601,0.415,0.189,very low contamination
14493,-29.1047,16.8419,0.061,0.44,0.885,0.278,0.506,0.287,0.194,very low contamination
14494,-29.7897,17.4311,0.062,0.366,0.395,1.38,0.605,0.453,0.685,very low contamination
14495,-28.6897,16.5667,0.056,0.532,0.99,0.387,1.474,0.469,0.231,very low contamination
14496,-28.1864,17.1244,0.059,0.397,1.08,2.198,1.192,1.195,1.328,very low contamination
14497,-28.3236,17.1881,0.037,0.385,1.05,0.912,0.626,0.526,0.451,very low contamination
14498,-28.4344,16.9814,0.061,0.398,1.095,2.244,1.06,0.498,0.899,very low contamination
14499,-30.1981,17.3047,0.037,0.409,0.107,0.503,1.178,0.583,0.504,very low contamination
14500,-30.6006,17.6022,0.043,0.4,0.343,1.33,1.492,0.535,0.598,very low contamination
14501,-30.9683,17.8364,0.05,0.394,0.414,0.984,0.81,0.558,0.215,very low contamination
14502,-31.1975,17.8608,0.033,0.407,0.473,1.122,1.489,0.849,0.663,very low contamination
14503,-30.2483,17.6497,0.05,0.42,0.331,1.485,1.223,0.515,1.576,very low contamination
14504,-30.2019,17.945,0.068,0.358,1.765,6.324,1.948,1.895,2.684,very low contamination
14505,-30.645,18.1247,0.053,0.396,0.665,2.162,1.01,0.502,2.031,very low contamination
14506,-30.3911,18.1372,0.049,0.325,0.305,1.306,1.333,0.387,0.76,very low contamination
14507,-30.2031,18.0445,0.062,0.303,0.652,3.501,0.484,0.409,1.7,very low contamination
14508,-30.0792,18.2547,0.057,0.308,0.956,2.935,1.155,0.514,1.752,very low contamination
14509,-26.0903,28.6667,0.006,0.077,0.163,1.934,3.82,2.32,3.02,very low contamination
14510,-30.4175,18.5953,0.089,0.323,2.029,1.653,3.122,1.151,1.926,very low contamination
14511,-30.3097,18.8581,0.059,0.305,2.417,1.858,1.111,1.31,2.846,very low contamination
14512,-30.8817,18.7136,0.039,0.364,0.938,1.034,1.06,0.841,0.678,very low contamination
14513,-30.8153,19.0297,0.071,0.404,2.627,1.565,1.502,1.028,2.161,very low contamination
14514,-30.9508,19.4703,0.081,0.349,7.18,7.926,1.943,2.291,5.348,very low contamination
14515,-30.7133,19.8542,0.073,0.535,1.692,1.037,0.851,0.653,0.262,very low contamination
14516,-30.5636,19.9303,0.055,0.688,1.995,0.324,0.684,0.588,0.295,very low contamination
14517,-30.6469,19.3431,0.071,0.497,1.525,0.119,0.543,0.871,0.231,very low contamination
14518,-30.5178,19.3014,0.047,0.478,1.765,0.079,0.437,0.808,0.351,very low contamination
14519,-30.3967,19.2331,0.054,0.433,1.53,0.462,0.767,1.039,0.544,very low contamination
14520,-30.0503,19.4472,0.074,0.409,1.543,0.392,0.849,1.57,1.25,very low contamination
14521,-24.7767,29.1556,0.045,0.179,4.66,1.808,0.642,2.782,3.256,very low contamination
14522,-24.8586,28.7858,0.039,0.238,10.14,4.533,0.843,5.528,8.726,very low contamination
14523,-24.5939,28.2833,0.057,0.485,2.986,1.219,0.97,0.624,3.328,very low contamination
14524,-24.2317,28.2086,0.022,0.22,0.714,0.74,0.311,0.272,0.186,very low contamination
14525,-24.0139,28.3869,0.03,0.179,1.615,3.577,0.738,1.474,3.652,very low contamination
14526,-23.5297,28.6914,0.034,0.194,1.266,1.186,0.271,0.461,1.544,very low contamination
14527,-23.2458,28.4533,0.035,0.182,3.029,1.301,0.924,1.174,3.042,very low contamination
14528,-23.2978,28.2686,0.04,0.193,2.724,2.931,0.796,1.462,1.193,very low contamination
14529,-23.1525,28.2147,0.033,0.178,1.592,0.96,0.973,0.675,1.315,very low contamination
14530,-22.7133,28.3883,0.04,0.181,2.771,2.477,1.54,1.898,3.697,very low contamination
14531,-22.7486,28.7475,0.033,0.228,2.526,0.799,0.497,2.049,2.559,very low contamination
14532,-22.6345,28.7797,0.045,0.182,1.792,1.105,0.788,1.005,2.714,very low contamination
14533,-22.6739,29.0642,0.04,0.192,4.968,1.302,0.638,2.763,4.346,very low contamination
14534,-22.2439,29.3736,0.037,0.189,1.296,0.56,0.402,0.361,0.789,very low contamination
14535,-22.4992,29.2081,0.047,0.225,7.452,1.532,1.384,2.026,3.249,very low contamination
14536,-22.5883,29.32,0.048,0.187,4.028,1.996,0.7,3.284,6.064,very low contamination
14537,-22.8783,29.2094,0.038,0.206,14.933,0.568,1.535,3.436,6.636,very low contamination
14538,-23.3581,29.3161,0.036,0.239,4.474,1.773,0.607,2.327,3.784,very low contamination
14539,-23.2928,29.1517,0.03,0.223,2.587,4.049,0.515,0.962,4.509,very low contamination
14540,-25.6792,27.4278,0.013,0.055,10.204,2.379,0.58,1.1,0.62,very low contamination
14541,-23.4153,29.2842,0.037,0.215,3.257,1.192,0.867,1.802,1.516,very low contamination
14542,-23.4472,29.8994,0.05,0.191,5.581,2.131,0.999,8.618,8.736,very low contamination
14543,-23.7108,30.1297,0.031,0.164,1.029,9.052,1.567,3.456,1.361,very low contamination
14544,-23.9114,30.675,0.06,0.197,18.9,2.058,1.407,6.594,16.687,very low contamination
14545,-23.6989,30.8728,0.044,0.189,2.653,1.277,1.203,3.743,2.3,very low contamination
14546,-23.6833,30.9936,0.036,0.194,1.802,1.004,1.63,2.417,0.33,very low contamination
14547,-23.9214,31.0394,0.044,0.228,1.949,1.196,0.547,15.725,1.34,very low contamination
14548,-23.8858,29.6883,0.037,0.19,1.717,1.236,0.241,1.039,0.955,very low contamination
14549,-23.6414,29.6222,0.046,0.186,4.436,2.385,1.645,3.294,5.467,very low contamination
14550,-23.7358,29.4081,0.036,0.258,9.339,2.27,1.807,2.518,4.217,very low contamination
14551,-23.9195,29.3269,0.031,0.211,2.356,2.152,0.573,2.744,2.58,very low contamination
14552,-24.0697,29.35,0.041,0.222,4.934,1.744,2.438,4.597,4.972,very low contamination
14553,-24.2933,29.2794,0.037,0.185,2.263,1.887,0.869,2.225,3.352,very low contamination
14554,-23.9742,28.9531,0.046,0.203,4.703,3.632,0.722,2.391,3.474,very low contamination
14555,-24.0314,28.7736,0.003,0.059,0.188,2.804,0.17,0.279,0.029,very low contamination
14556,-24.117,28.7214,0.031,0.22,1.194,1.376,0.585,1.926,0.312,very low contamination
14557,-24.4736,28.7444,0.012,0.126,2.141,3.191,2.12,3.867,0.01,very low contamination
14558,-32.7181,18.9175,0.036,0.188,1.13,0.637,0.847,0.651,0.283,very low contamination
14559,-32.2858,18.8942,0.032,0.172,0.954,0.466,0.278,0.11,0.069,very low contamination
14560,-32.1683,18.8225,0.01,0.057,0.13,0.295,0.055,0.023,0.06,very low contamination
14561,-28.3458,24.9278,0.013,0.053,7.216,2.17,0.52,5.28,8.45,very low contamination
14562,-32.2172,18.6853,0.03,0.191,0.929,0.308,0.307,0.141,0.131,very low contamination
14563,-32.1319,18.4828,0.009,0.032,0.12,0.753,0.198,0.257,0.184,very low contamination
14564,-32.1331,18.4814,0.047,0.402,1.046,0.312,0.612,0.386,0.25,very low contamination
14565,-31.6861,18.2261,0.066,0.259,1.933,1.146,0.748,0.888,1.848,very low contamination
14566,-31.2783,18.2875,0.033,0.243,1.127,0.387,0.477,0.443,0.288,very low contamination
14567,-31.0519,18.1078,0.042,0.249,1.235,0.558,1.549,0.507,0.316,very low contamination
14568,-31.1569,18.5656,0.051,0.2,1.446,0.523,0.406,0.246,0.152,very low contamination
14569,-34.1128,18.8872,0.043,0.228,1.651,3.515,0.837,0.914,0.121,very low contamination
14570,-34.2106,19.3819,0.049,0.193,2.645,7.125,2.473,2.071,7.36,very low contamination
14571,-34.4395,19.8442,0.039,0.207,1.903,7.112,1.362,2.347,3.547,very low contamination
14572,-34.7708,20.0311,0.043,0.23,2.021,0.277,0.391,0.294,0.213,very low contamination
14573,-34.4006,20.1514,0.034,0.241,1.715,1.049,1.256,0.585,0.292,very low contamination
14574,-34.085,20.6367,0.039,0.211,2.291,3.697,1.325,1.193,2.237,very low contamination
14575,-34.2661,21.0242,0.055,0.198,3.95,5.639,1.155,1.367,6.681,very low contamination
14576,-34.3281,21.4025,0.035,0.201,1.876,0.443,0.6,0.21,0.22,very low contamination
14577,-34.1717,21.3264,0.039,0.237,1.725,2.026,0.786,0.703,0.348,very low contamination
14578,-33.9047,21.7064,0.034,0.223,1.635,2.034,0.358,0.544,0.451,very low contamination
14579,-33.7828,21.2239,0.058,0.273,2.71,2.431,1.726,1.621,2.28,very low contamination
14580,-33.5125,21.6617,0.035,0.243,1.929,2.41,1.368,0.897,0.88,very low contamination
14581,-33.62,21.8017,0.051,0.202,1.841,2.003,1.202,0.797,0.709,very low contamination
14582,-31.4778,22.0789,0.05,0.086,1.593,3.15,1.92,2.41,4.1,very low contamination
14583,-28.5022,29.3514,0.009,0.06,6.158,1.842,3.71,2.91,8.04,very low contamination
14584,-33.6775,22.2458,0.048,0.228,3.576,5.854,3.566,2.424,2.941,very low contamination
14585,-33.6761,22.2461,0.06,0.218,2.425,0.54,1.151,0.915,0.229,very low contamination
14586,-33.94,22.7181,0.033,0.337,1.641,3.314,1.694,0.814,0.196,very low contamination
14587,-33.9689,23.7278,0.005,0.155,0.088,1.507,0.417,0.021,0.019,very low contamination
14588,-26.8486,24.3519,0.037,0.23,3.368,1.33,0.497,0.763,1.884,very low contamination
14589,-26.7369,24.3717,0.044,0.197,3.617,2.002,0.963,0.905,3.158,very low contamination
14590,-26.2211,23.9136,0.035,0.218,2.344,0.961,1.22,0.573,0.598,very low contamination
14591,-26.1828,23.4108,0.036,0.212,2.298,0.35,0.433,0.273,0.188,very low contamination
14592,-26.1553,23.4664,0.038,0.282,2.163,0.538,0.9,0.512,0.37,very low contamination
14593,-25.8644,23.4314,0.035,0.332,2.241,0.453,0.587,0.285,0.313,very low contamination
14594,-25.8922,24.0003,0.033,0.237,1.737,0.469,0.386,0.287,0.453,very low contamination
14595,-25.7672,23.7064,0.039,0.194,1.724,0.565,0.489,0.297,0.523,very low contamination
14596,-25.6614,23.6967,0.004,0.015,0.566,0.317,0.054,0.18,0.413,very low contamination
14597,-25.3067,23.3681,0.034,0.178,1.628,0.63,0.628,0.776,0.57,very low contamination
14598,-25.505,22.8683,0.037,0.212,1.457,0.505,0.646,0.309,0.215,very low contamination
14599,-26.2914,23.1706,0.034,0.196,1.436,0.469,0.58,0.434,0.215,very low contamination
14600,-26.2933,23.1583,0.057,0.335,1.794,1.088,0.923,0.679,0.128,very low contamination
14601,-26.4714,23.0964,0.036,0.18,1.563,0.699,0.592,0.424,0.436,very low contamination
14602,-26.5803,22.6714,0.034,0.202,1.211,0.461,0.544,0.262,0.359,very low contamination
14603,-26.4847,22.4283,0.031,0.209,1.131,0.429,1.014,0.416,0.201,very low contamination
14604,-24.9563,26.6423,0.009,0.058,0.355,0.706,2.09,0.5,0.76,very low contamination
14605,-26.7183,22.3631,0.082,1.295,3.559,0.918,1.383,0.829,0.46,very low contamination
14606,-26.7411,22.3047,0.049,0.237,1.994,0.827,0.979,0.592,0.52,very low contamination
14607,-27.0422,22.1436,0.031,0.204,1.243,0.366,0.439,0.146,0.182,very low contamination
14608,-27.2808,22.2181,0.028,0.204,1.434,0.523,0.564,0.214,0.326,very low contamination
14609,-27.5358,22.3389,0.036,0.236,1.69,1.182,0.289,0.799,0.638,very low contamination
14610,-27.6844,22.5128,0.038,0.194,1.431,1.096,0.33,0.424,1.094,very low contamination
14611,-27.8719,22.6092,0.035,0.22,1.919,1.216,0.872,0.732,1.008,very low contamination
14612,-27.9244,22.7722,0.034,0.192,1.868,0.931,0.684,1.471,3.103,very low contamination
14613,-27.9086,22.9614,0.048,0.205,2.795,1.621,1.107,1.84,1.668,very low contamination
14614,-27.9661,23.0353,0.059,0.195,4.664,2.372,0.809,2.64,2.532,very low contamination
14615,-27.5833,21.9981,0.031,0.206,1.994,1.007,0.624,0.37,0.258,very low contamination
14616,-27.1714,21.8739,0.031,0.201,1.37,0.486,0.417,0.219,0.226,very low contamination
14617,-27.0831,21.2906,0.037,0.228,1.868,1.481,0.717,0.675,0.291,very low contamination
14618,-27.2575,21.4425,0.041,0.236,2.167,0.525,0.622,0.319,0.191,very low contamination
14619,-27.3736,21.3983,0.041,0.253,1.847,0.613,0.604,0.322,0.267,very low contamination
14620,-27.6142,21.3547,0.031,0.214,1.486,0.434,1.203,0.964,0.215,very low contamination
14621,-28.0808,21.1544,0.04,0.217,2.432,0.884,1.095,0.585,0.44,very low contamination
14622,-28.4147,21.2494,0.043,0.221,2.296,0.995,0.704,0.618,1.249,very low contamination
14623,-28.4264,21.3142,0.037,0.211,1.839,0.871,0.739,0.424,0.976,very low contamination
14624,-27.7767,20.8342,0.06,0.218,1.523,1.347,3.308,3.535,0.194,very low contamination
14625,-24.8802,27.0388,0.013,0.057,1.443,0.933,0.37,1.36,3.14,very low contamination
14626,-27.2306,20.7939,0.038,0.211,1.658,1.217,0.346,0.618,0.294,very low contamination
14627,-27.9731,20.7528,0.034,0.204,1.544,0.575,0.489,0.209,0.202,very low contamination
14628,-26.2919,20.5839,0.03,0.226,1.943,0.54,0.487,0.338,0.29,very low contamination
14629,-26.107,20.4869,0.046,0.248,1.938,0.442,0.716,0.525,0.19,very low contamination
14630,-26.2286,20.8058,0.057,0.236,1.588,0.533,0.333,0.186,0.224,very low contamination
14631,-25.9339,20.5839,0.061,0.227,1.988,0.701,1.083,0.387,0.276,very low contamination
14632,-25.7778,20.6611,0.057,0.202,1.195,0.336,0.347,0.196,0.166,very low contamination
14633,-25.5861,20.4043,0.063,0.251,1.799,0.768,0.874,0.345,0.249,very low contamination
14634,-25.4769,20.5575,0.061,0.199,1.753,0.892,0.572,0.532,0.358,very low contamination
14635,-25.2986,20.53,0.07,0.266,1.825,0.778,0.528,0.546,0.395,very low contamination
14636,-25.1347,20.3839,0.054,0.215,1.686,0.724,0.458,0.357,0.273,very low contamination
14637,-27.0311,20.5111,0.056,0.222,1.966,0.799,0.529,0.287,0.272,very low contamination
14638,-26.8789,20.0942,0.074,0.222,2.426,0.63,0.539,0.379,0.201,very low contamination
14639,-27.9622,20.0611,0.061,0.202,1.326,0.383,1.5,0.2,0.133,very low contamination
14640,-26.7644,20.2325,0.064,0.215,1.333,0.437,0.416,0.113,0.14,very low contamination
14641,-26.7464,20.3144,0.069,0.203,1.451,0.83,0.886,0.409,0.487,very low contamination
14642,-26.5375,20.5375,0.063,0.207,1.732,0.921,0.763,0.91,0.71,very low contamination
14643,-27.4572,20.7297,0.067,0.22,1.193,0.604,0.727,0.178,0.127,very low contamination
14644,-28.1139,20.9514,0.086,0.225,2.046,1.775,1.517,0.978,1.715,very low contamination
14645,-28.2067,20.6456,0.075,0.232,1.977,1.165,0.803,0.495,0.512,very low contamination
14646,-28.2347,20.3933,0.079,0.204,1.661,1.147,1.374,0.711,1.026,very low contamination
14647,-28.2728,20.537,0.074,0.201,1.715,1.336,0.637,0.742,1.569,very low contamination
14648,-28.3922,20.6142,0.079,0.21,2.212,1.443,0.787,1.133,1.035,very low contamination
14649,-28.7019,20.5803,0.073,0.221,1.579,1.241,0.877,0.723,1.198,very low contamination
14650,-28.5056,20.3386,0.061,0.223,1.856,2.019,0.506,0.717,1.863,very low contamination
14651,-28.8175,20.4178,0.061,0.139,2.022,1.141,0.448,0.622,1.699,very low contamination
14652,-28.7406,20.5167,0.061,0.217,2.138,1.531,0.713,0.802,1.548,very low contamination
14653,-28.8192,21.0339,0.07,0.252,2.503,1.003,0.721,0.613,0.891,very low contamination
14654,-28.6653,21.2867,0.083,0.257,2.56,0.929,1.382,1.077,0.463,very low contamination
14655,-28.9161,21.7478,0.059,0.271,2.625,0.355,0.503,0.207,0.198,very low contamination
14656,-28.8417,21.8503,0.065,0.261,2.8,0.983,0.738,0.936,1.402,very low contamination
14657,-28.9181,22.1589,0.069,0.283,2.376,0.786,1.214,0.74,0.846,very low contamination
14658,-28.9244,22.4489,0.053,0.242,3.474,0.615,0.468,0.321,0.622,very low contamination
14659,-28.675,22.8078,0.055,0.164,1.72,1.02,0.304,0.189,0.157,very low contamination
14660,-28.6672,22.3864,0.058,0.251,1.182,0.455,0.458,0.158,0.217,very low contamination
14661,-28.4931,22.6153,0.063,0.234,1.703,0.905,0.469,0.873,0.645,very low contamination
14662,-28.4456,22.8408,0.071,0.239,2.953,0.948,0.484,1.27,3.868,very low contamination
14663,-28.4206,23.3539,0.072,0.257,2.283,1.314,0.722,1.362,3.785,very low contamination
14664,-28.4867,23.6811,0.078,0.253,2.11,0.507,0.51,0.564,0.244,very low contamination
14665,-28.5503,23.5614,0.089,0.306,2.794,0.715,1.048,1.175,0.522,very low contamination
14666,-28.7864,23.7064,0.062,0.258,2.433,0.407,0.492,0.343,0.196,very low contamination
14667,-28.0036,23.6031,0.072,0.256,1.851,0.941,0.751,0.886,0.674,very low contamination
14668,-27.7475,23.6567,0.077,0.239,3.2,2.933,0.711,3.742,1.48,very low contamination
14669,-27.7169,23.5486,0.076,0.25,2.758,2.236,0.513,1.008,3.521,very low contamination
14670,-27.3833,23.37,0.07,0.285,2.522,2.191,2.33,1.155,0.801,very low contamination
14671,-27.3147,23.6086,0.063,0.242,2.211,0.34,0.408,0.271,0.181,very low contamination
14672,-27.1856,23.3969,0.068,0.276,1.846,0.47,1.319,0.22,0.184,very low contamination
14673,-27.0825,23.2431,0.058,0.243,1.91,0.437,0.946,0.239,0.337,very low contamination
14674,-26.7831,23.3561,0.065,0.27,1.978,0.876,0.406,0.179,0.83,very low contamination
14675,-28.9414,26.3633,0.006,0.057,2.352,1.38,0.62,1.88,4.61,very low contamination
14676,-26.8786,23.6533,0.07,0.258,1.944,1.507,0.346,0.28,1.149,very low contamination
14677,-27.0739,23.8525,0.061,0.251,1.913,1.075,0.431,0.343,0.544,very low contamination
14678,-27.1339,23.9972,0.07,0.269,2.042,1.234,0.526,0.78,0.733,very low contamination
14679,-27.1072,24.2819,0.076,0.26,4.189,1.013,0.787,2.388,3.266,very low contamination
14680,-24.2668,29.5918,0.041,0.063,1.548,1.304,0.3,1.53,3.62,very low contamination
14681,-31.1673,22.5965,0.025,0.062,1.35,1.947,2.77,4.45,2.3,very low contamination
14682,-26.1386,28.3608,0.061,0.939,1.956,3.093,2.415,2.408,0.253,very low contamination
14683,-26.4083,28.3564,0.079,0.423,3.033,6.363,5.233,4.003,5.877,very low contamination
14684,-26.7392,28.287,0.054,0.493,2.977,2.335,3.782,1.632,1.153,very low contamination
14685,-26.5183,28.6692,0.057,0.497,2.253,2.85,2.14,1.469,1.363,very low contamination
